,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_JBHT,0.2545269597432201,-0.049089118507664994,-0.12671547755407359,0.2545269597432201
ticker__ticker_AOS,0.0,0.24121759662206657,-0.1719735017276067,0.24121759662206657
ticker__ticker_EME,0.007479837096574381,-0.23353197909726073,0.15736740925952608,0.23353197909726073
ticker__ticker_EXPD,0.11381099241127846,0.03693886087830569,-0.22947499293522472,0.22947499293522472
ticker__ticker_GNRC,0.06341145189298843,-0.21996862501304515,0.07789859244949597,0.21996862501304515
ticker__ticker_ITW,-0.04312807220683624,0.21177944685392258,-0.09036828314962718,0.21177944685392258
ticker__ticker_SNA,-0.20914538007115596,0.0,0.18459418849884923,0.20914538007115596
num__VIX_Lag1,0.0,-0.2081137959655738,0.2057679571933334,0.2081137959655738
ticker__ticker_OTIS,0.05081207814393271,0.08085062844145093,-0.20705079919260702,0.20705079919260702
ticker__ticker_LII,0.027761903397599572,-0.2001174056520171,0.0937302404535898,0.2001174056520171
ticker__ticker_GWW,-0.19773684277766654,0.11830860324959423,0.028233739258278316,0.19773684277766654
ticker__ticker_RTX,-0.17136274885809974,0.1973645694089305,0.0,0.1973645694089305
ticker__ticker_DE,0.1169201884951882,-0.19731327201444931,0.02017184514904549,0.19731327201444931
ticker__ticker_UPS,0.18451687876777917,0.0,-0.19464176220716872,0.19464176220716872
num__current_ratio,0.061116097190938884,0.052414621505109886,-0.19212637008143207,0.19212637008143207
ticker__ticker_FDX,0.19202382791166828,-0.013620523603085308,-0.10004877556716205,0.19202382791166828
ticker__ticker_IR,0.11004152286778801,-0.19051335701359828,0.023970945818594352,0.19051335701359828
ticker__ticker_DOV,-0.06703252030608305,0.18693326766990345,-0.041276332009048594,0.18693326766990345
ticker__ticker_EFX,0.18381143336200115,-0.057255436148164925,-0.048142563266710806,0.18381143336200115
ticker__ticker_PH,-0.1811980815640382,0.11059090701715565,0.0,0.1811980815640382
num__VIX_Lag5,0.0,0.13363921083303845,-0.17801547098808973,0.17801547098808973
ticker__ticker_PCAR,0.17659511532178923,-0.08475237164846995,-0.01319447784624246,0.17659511532178923
ticker__ticker_CTAS,-0.17603626287111496,0.0,0.1334231977180902,0.17603626287111496
num__IPI_IPI_QOQ,0.16508995167111967,-0.023407003272839528,-0.06296644518679996,0.16508995167111967
ticker__ticker_TT,-0.08116987656475816,0.15715351853628656,-0.0069278896524504535,0.15715351853628656
ticker__ticker_UNP,-0.0015096254275617095,0.15334368215346494,-0.07798333455251263,0.15334368215346494
ticker__ticker_WAB,-0.08746647778680688,0.140471138603869,0.0,0.140471138603869
num__IPI_IPI_SA,-0.1347639529392717,0.0,0.06434618624143927,0.1347639529392717
ticker__ticker_ALLE,-0.13452024533594018,0.05226995852247164,0.017491841688326598,0.13452024533594018
ticker__ticker_GPN,0.07277301255616282,-0.11952895552340877,0.0,0.11952895552340877
ticker__ticker_ETN,0.0,-0.0701151806399632,0.11822029182436698,0.11822029182436698
ticker__ticker_NDSN,0.10782604805654003,-0.10867083878184422,0.0,0.10867083878184422
ticker__ticker_HII,0.004006165131172686,0.05121003867729393,-0.10780243531462488,0.10780243531462488
ticker__ticker_GE,-0.10762103066732091,0.0,0.06556767489419965,0.10762103066732091
num__VIX_Lag10,-0.06377704592636403,0.0,0.10515694720766565,0.10515694720766565
ticker__ticker_CMI,-0.10453311163982545,0.07947635930526091,0.0,0.10453311163982545
ticker__ticker_JCI,-0.10254974295121423,0.0390252575071244,0.0,0.10254974295121423
ticker__ticker_PNR,-0.017315154388980944,-0.004934076803683711,0.10096429279498222,0.10096429279498222
ticker__ticker_NSC,0.05163176046616985,0.001245639319480148,-0.09974803013980885,0.09974803013980885
num__Return_Lag2,0.09583003692769847,-0.008369197961506961,-0.008805450102367544,0.09583003692769847
ticker__ticker_EMR,0.0,-0.02866101121596958,0.09524252366171161,0.09524252366171161
ticker__ticker_CAT,-0.001853939291307881,-0.013656385317014446,0.09395371347672783,0.09395371347672783
ticker__ticker_HUBB,0.08334646350344498,-0.09239691671347076,0.0,0.09239691671347076
num__IPI_IPI_SA_QOQ,0.08989672740574468,0.0,-0.015330259334108696,0.08989672740574468
num__debt_to_equity,0.0015874930682896954,-0.08865200746868804,0.008513020240531919,0.08865200746868804
num__roe,0.0014083467397149152,0.010576536699203602,-0.08864482927028404,0.08864482927028404
ticker__ticker_CARR,0.08769893843308409,0.0,-0.04767911105140394,0.08769893843308409
num__Sentiment_Lag20,0.084922565766417,0.0,-0.06398237853573868,0.084922565766417
num__op_margin,0.0,0.08460908682588891,-0.028746067948431167,0.08460908682588891
num__Return_Lag1,0.08445496213096756,0.0,-0.008467965702079847,0.08445496213096756
ticker__ticker_CHRW,0.03779733097122313,0.0,-0.0809514074312856,0.0809514074312856
num__VIX_Lag20,0.0015530661840335279,0.0,-0.0707912090555274,0.0707912090555274
num__Sentiment_Lag10,-0.009296745673022785,0.0672742681351062,0.0,0.0672742681351062
num__Sentiment_Lag1,0.0,0.06674276814737211,-0.015220764094842236,0.06674276814737211
num__Return_Lag10,-0.02893851448603705,0.0,0.0653490587629031,0.0653490587629031
num__liquidity_ratio,-0.0456281042900741,0.0,0.06134841251538973,0.06134841251538973
num__free_cf_margin,0.061141488202447435,0.0,-0.015653854960943132,0.061141488202447435
ticker__ticker_MMM,0.0,-0.05985444237030704,0.010771209450484837,0.05985444237030704
ticker__ticker_BA,0.034216412525329566,-0.058280120393451894,0.0,0.058280120393451894
ticker__ticker_AME,-0.049298324678063846,0.05304490997371276,0.0,0.05304490997371276
ticker__ticker_IEX,0.052646843221088,-0.004302670542216966,0.0,0.052646843221088
ticker__ticker_POOL,0.051763242571967155,0.0,0.0,0.051763242571967155
num__Return_Lag20,0.0,-0.050322353808449495,0.037050517456744765,0.050322353808449495
num__Return_Lag3,0.0,-0.003589644357477511,0.049253027124223074,0.049253027124223074
num__Return_Lag5,0.02299585829734156,0.0,-0.04258690596417118,0.04258690596417118
num__Sentiment_Lag1_cubic,-0.00048454658928844126,0.0,0.04187842346404072,0.04187842346404072
ticker__ticker_ROK,0.025988947544494757,0.0,-0.03631722989701347,0.03631722989701347
num__roa,0.03503256088783318,0.0,-0.007650345185337472,0.03503256088783318
num__Sentiment_Lag1_squared,0.0,0.023975924986651517,-0.0012985731079311405,0.023975924986651517
num__ocf_to_assets,-0.01849030790744326,0.0,0.02227277991272772,0.02227277991272772
num__Sentiment_Lag3,-0.0103806480940953,0.018239231014788852,0.0,0.018239231014788852
ticker__ticker_CSX,0.0,0.012597987169898716,-0.01650736359633135,0.01650736359633135
num__revenue_growth,0.008963318947168923,0.0,-0.01435319502948417,0.01435319502948417
ticker__ticker_PWR,0.010284909333267093,-0.010371811591082563,0.0,0.010371811591082563
num__Sentiment_Lag2,0.0,0.009731393191708187,-0.0017687495496867373,0.009731393191708187
num__GDP_GDP_SA_PC_YOY,-0.006402956689234154,0.0,0.0,0.006402956689234154
num__GDP_GDP_NSA_PC_YOY,0.006402956689160203,0.0,0.0,0.006402956689160203
num__GDP_GDP_NSA_PC_QOQ,0.0064029566890790555,0.0,0.0,0.0064029566890790555
num__GDP_GDP_SA_PC_QOQ,0.00640295668905543,0.0,0.0,0.00640295668905543
num__Sentiment_Lag5,0.002563009755329532,0.0,-0.0026896307552158392,0.0026896307552158392
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0
num__IPI_IPI,0.0,0.0,0.0,0.0
