,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_PGR,0.0,0.06545674745089967,-0.15358998136850766,0.15358998136850766
num__op_margin,0.14731672014725294,-0.009376527582596765,-0.04646848690336441,0.14731672014725294
ticker__ticker_PRU,0.14720281846878627,-0.041647455973481434,-0.005880220100146811,0.14720281846878627
ticker__ticker_ALL,0.14668477505937333,0.0,-0.06369738202551467,0.14668477505937333
ticker__ticker_KEY,0.14332200789869226,-0.003302669003885194,-0.04032803434980775,0.14332200789869226
ticker__ticker_CINF,0.016438648403133964,0.024041703079886192,-0.13999035813010696,0.13999035813010696
num__roe,0.028995302531009584,-0.13894557815588865,0.011557420726450987,0.13894557815588865
ticker__ticker_WFC,-0.0017035460755356802,-0.03518565216210266,0.13652796235595438,0.13652796235595438
ticker__ticker_RF,0.0,0.07849390705729131,-0.13620532404705138,0.13620532404705138
ticker__ticker_AIZ,0.1347731866062111,-0.003696323087623054,-0.03140194464331912,0.1347731866062111
ticker__ticker_ACGL,0.1273979741412468,0.0,-0.1343587334148455,0.1343587334148455
ticker__ticker_FITB,0.0,0.1316029167069352,-0.09002158609279896,0.1316029167069352
ticker__ticker_PNC,0.0,0.13084739457088487,-0.09118123632708691,0.13084739457088487
num__IPI_IPI_SA,-0.1255047721647972,0.0,0.051211021637817156,0.1255047721647972
ticker__ticker_NDAQ,-0.12421817739712059,0.08945867256487743,0.0,0.12421817739712059
ticker__ticker_PFG,-0.0010668350664129061,0.11556090186014387,-0.016823567018790953,0.11556090186014387
num__debt_to_equity,0.0,0.099159786498646,-0.11420748435135684,0.11420748435135684
num__VIX_Lag20,0.0,0.024045892347568546,-0.11003663278762588,0.11003663278762588
ticker__ticker_AXP,0.0,-0.017064932864209088,0.10098518869645368,0.10098518869645368
num__Return_Lag5,0.0,0.021369110701456685,-0.09985482988111155,0.09985482988111155
ticker__ticker_MTB,0.04668658602224638,0.0,-0.0946015872546297,0.0946015872546297
num__IPI_IPI_SA_QOQ,0.09243161320917397,0.0,-0.01766910116946335,0.09243161320917397
ticker__ticker_TFC,0.08975879446928539,0.0,-0.07477931842024622,0.08975879446928539
num__Return_Lag2,0.08036395971767786,0.0,-0.012944878793497806,0.08036395971767786
ticker__ticker_MET,0.0,0.07910242129826558,-0.03125859201234436,0.07910242129826558
num__current_ratio,0.0,0.000600326939159654,-0.07708241600774697,0.07708241600774697
num__Return_Lag10,-0.018983986106980544,0.0,0.07612788517050874,0.07612788517050874
num__VIX_Lag10,-0.07477024308109166,0.0,0.07564097055473544,0.07564097055473544
num__Return_Lag1,0.030367384487356736,0.0,-0.07329598010760593,0.07329598010760593
ticker__ticker_RJF,0.0,0.05672236879519375,-0.07272825775625795,0.07272825775625795
ticker__ticker_CFG,0.06951795311833864,-0.02586640572695053,0.0,0.06951795311833864
ticker__ticker_HBAN,0.042614315764530716,-0.06325304997194287,0.0,0.06325304997194287
ticker__ticker_NTRS,-0.06324778575713388,0.0,0.008870913356286854,0.06324778575713388
ticker__ticker_AON,-0.004273227347347263,0.0,0.04808170307174812,0.04808170307174812
ticker__ticker_WRB,0.0,-0.04683453062256101,0.0057076127689133695,0.04683453062256101
num__Return_Lag20,0.0,-0.023446081213716715,0.044940671128598765,0.044940671128598765
num__Return_Lag3,0.0,-0.04447481392594331,0.03510184378511844,0.04447481392594331
num__Sentiment_Lag2,0.00352900861026326,-0.04127621190894065,0.0,0.04127621190894065
num__Sentiment_Lag1,-0.03508514872821993,0.006344280930708701,0.0,0.03508514872821993
num__Sentiment_Lag10,0.0,0.027831232701030866,-0.00390156566491049,0.027831232701030866
num__Sentiment_Lag1_squared,0.0,-0.02504301204817096,0.0067536055726049255,0.02504301204817096
num__Sentiment_Lag1_cubic,0.023391378055795675,-0.003581981366495614,0.0,0.023391378055795675
num__Sentiment_Lag5,0.0,0.01909969038926154,-0.02188622965157356,0.02188622965157356
num__free_cf_margin,0.02149628540239789,-0.004489654185731127,0.0,0.02149628540239789
num__ocf_to_assets,-0.003827133791386918,0.0,0.01942971356658276,0.01942971356658276
num__Sentiment_Lag3,-0.019100124054327837,0.013995214971414191,0.0,0.019100124054327837
num__liquidity_ratio,-0.01631439131006822,0.01615798888856952,0.0,0.01631439131006822
num__Sentiment_Lag20,0.012078050266997011,0.0,-0.014148624144760006,0.014148624144760006
num__revenue_growth,-0.006492921107830549,0.0,0.001203603062797019,0.006492921107830549
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0
num__IPI_IPI,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0
