,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_VLO,-0.0837436013423999,0.12849455280358468,0.0,0.12849455280358468
num__VIX_Lag10,-0.1240824470887595,0.008049683300725828,0.0,0.1240824470887595
num__Sentiment_Lag1_squared,-0.008235454607388249,0.12226663512915456,0.0,0.12226663512915456
num__ocf_to_assets,0.06581406310532106,0.0,-0.11483310232291837,0.11483310232291837
num__Sentiment_Lag2,0.10672746183808868,-0.02021133286259382,0.0,0.10672746183808868
num__IPI_IPI_SA,-0.0680452500947332,0.0,0.10548298599379745,0.10548298599379745
ticker__ticker_HAL,0.09223726326868628,0.0,-0.07542837431044612,0.09223726326868628
num__Return_Lag2,0.0,-0.08598594641409561,0.04768306881140757,0.08598594641409561
num__Return_Lag20,0.0017906529451892862,-0.08489190987183104,0.0,0.08489190987183104
num__Return_Lag1,0.0,-0.07915802287259632,0.04951681509487129,0.07915802287259632
num__Sentiment_Lag1_cubic,-0.029683175142643247,0.0,0.07826380366802108,0.07826380366802108
num__Sentiment_Lag1,0.018871150428997792,0.0,-0.07320123113309845,0.07320123113309845
num__revenue_growth,0.06443306927323704,-0.02218243896687622,0.0,0.06443306927323704
num__roa,0.0444998802812972,0.0,-0.05834438013817621,0.05834438013817621
num__op_margin,0.0,0.05764325348114777,-0.010717377673214878,0.05764325348114777
num__Return_Lag10,-0.05616972269786974,0.02914542111599654,0.0,0.05616972269786974
num__Return_Lag3,-0.04902071514803242,0.0,0.04352077183086193,0.04902071514803242
num__Sentiment_Lag5,0.04392438426247297,-0.04399598351716458,0.0,0.04399598351716458
num__Sentiment_Lag3,-0.04360710192051619,0.033100259127911605,0.0,0.04360710192051619
num__IPI_IPI_SA_QOQ,0.040796558544618305,0.0,-0.00046227097416628267,0.040796558544618305
num__Sentiment_Lag20,0.01292935068496001,0.0,-0.040110873407714555,0.040110873407714555
num__Return_Lag5,0.03085235886873959,0.0,-0.029063333591426377,0.03085235886873959
num__free_cf_margin,-0.029115897029557795,0.0,0.002970551326868708,0.029115897029557795
num__Sentiment_Lag10,0.0,-0.013008889677658739,0.010180330228055695,0.013008889677658739
num__IPI_IPI,0.0,0.0,0.0,0.0
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0
