,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_NKE,0.0836014438540042,0.0,-0.14312607524255494,0.14312607524255494
num__op_margin,-0.03824734810659391,0.13913194802056283,0.0,0.13913194802056283
ticker__ticker_LOW,0.0,0.12838964828954075,-0.11742239390008262,0.12838964828954075
ticker__ticker_MCD,0.0,0.06202327687118389,-0.12559438092233355,0.12559438092233355
num__debt_to_equity,-0.123986307255243,0.0,0.03202099505744541,0.123986307255243
ticker__ticker_EBAY,-0.040519299842369134,0.0,0.11313809451844073,0.11313809451844073
ticker__ticker_BKNG,-0.11100881007859588,0.0,0.0,0.11100881007859588
ticker__ticker_BBY,0.0,-0.10346026028613374,0.04648208372728985,0.10346026028613374
ticker__ticker_F,-0.10301242329824263,0.02865274656796353,0.0,0.10301242329824263
ticker__ticker_HAS,0.0,-0.10079380688052211,0.06419063451993823,0.10079380688052211
num__roa,-0.04634615756867652,0.0,0.09200560231764254,0.09200560231764254
ticker__ticker_AMZN,0.0,-0.09141520633860428,0.026948005080610564,0.09141520633860428
num__Return_Lag1,0.0876732162639251,0.0,-0.028656461698693684,0.0876732162639251
num__Return_Lag10,0.0,-0.08460743811482764,0.040567188592082214,0.08460743811482764
ticker__ticker_YUM,-0.004068171317492133,0.08361057793526262,0.0,0.08361057793526262
ticker__ticker_MAR,0.0,0.06727360492589335,-0.08334921685244429,0.08334921685244429
num__Sentiment_Lag1_cubic,0.001997179048136427,-0.08044714173545991,0.0,0.08044714173545991
num__revenue_growth,0.07764895615717832,-0.012535390990782925,0.0,0.07764895615717832
num__Return_Lag20,0.0,-0.014762102654939996,0.07602155528389266,0.07602155528389266
ticker__ticker_ULTA,0.07221328638899317,0.0,0.0,0.07221328638899317
ticker__ticker_KMX,0.05759081659958326,-0.07023215828795845,0.0,0.07023215828795845
num__Sentiment_Lag20,0.06797300320067423,0.0,-0.04796340429164699,0.06797300320067423
ticker__ticker_TSCO,-0.06545039731264135,0.0643602933064076,0.0,0.06545039731264135
ticker__ticker_SBUX,0.0,-0.0651174655815743,0.028425713302032928,0.0651174655815743
ticker__ticker_IP,0.0,0.05553123793653761,-0.03728315051992112,0.05553123793653761
ticker__ticker_DHI,0.0,-0.05498303931234158,0.02067705900857634,0.05498303931234158
num__Return_Lag5,0.053283494521046304,0.0,-0.03463940008191222,0.053283494521046304
num__Return_Lag2,0.0,0.025138525725685923,-0.053273461057282714,0.053273461057282714
ticker__ticker_ORLY,-0.020208151284326657,0.0,0.05091246012924608,0.05091246012924608
ticker__ticker_ABNB,0.0,-0.04749329807031288,0.0007340085401416861,0.04749329807031288
num__Sentiment_Lag1_squared,0.04618425177088424,0.0,-0.008212785397951727,0.04618425177088424
ticker__ticker_HLT,0.0,0.04582543017843012,-0.017751315737951825,0.04582543017843012
num__Return_Lag3,-0.04536470501637254,0.0,0.03068593620372946,0.04536470501637254
num__IPI_IPI_SA,-0.04340511802736432,0.0,0.042320053999159425,0.04340511802736432
num__ocf_to_assets,0.0063682112050314635,0.0,-0.03952504040480193,0.03952504040480193
num__liquidity_ratio,0.025000080431840682,-0.03825842497809368,0.0,0.03825842497809368
num__VIX_Lag20,0.0,0.005074362072492956,-0.03637176390202066,0.03637176390202066
ticker__ticker_LEN,0.0,0.024166235778107045,-0.03553013237715983,0.03553013237715983
num__Sentiment_Lag10,-0.0013502014925105834,0.03551675755493136,0.0,0.03551675755493136
num__roe,0.035354588037803995,0.0,-0.024785269542072226,0.035354588037803995
num__Sentiment_Lag3,0.0053575723981321806,0.0,-0.032967088419083274,0.032967088419083274
ticker__ticker_MHK,0.028112738977477663,0.0,-0.007923639651539263,0.028112738977477663
num__current_ratio,0.02494565275298072,-0.01594832326413732,0.0,0.02494565275298072
num__Sentiment_Lag5,0.0,-0.000588387330927106,0.020924716478337196,0.020924716478337196
num__Sentiment_Lag2,-0.013842403183668837,0.0,0.0197778643946035,0.0197778643946035
ticker__ticker_SW,0.0,-0.0036931356749994784,0.01782696096090053,0.01782696096090053
num__Sentiment_Lag1,-0.01506214991028688,0.013590083290183798,0.0,0.01506214991028688
num__free_cf_margin,0.0,0.014856355929152684,-0.009607223920058416,0.014856355929152684
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0
num__IPI_IPI,0.0,0.0,0.0,0.0
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0
num__IPI_IPI_SA_QOQ,0.0,0.0,0.0,0.0
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0
